"user_input","ai_output","confidence","source"
"-c 00293","# Kompatibilitetsinformation för AIRBORNE DC8

**Artikelnummer:** 00293  

### Passar till
- huvudkortet  
- larmsändaren  
- nya och befintliga anläggningar  
- till nya och befintliga anläggningar  
- traditionella telefonuppringare, larmgivare med relä och digitala signaler  
","0.8","AIRBORNE DC8"
"-c ""AIRBORNE DC8""","# Kompatibilitetsinformation för AIRBORNE DC8

**Artikelnummer:** 00293  

### Passar till
- huvudkortet  
- larmsändaren  
- nya och befintliga anläggningar  
- till nya och befintliga anläggningar  
- traditionella telefonuppringare, larmgivare med relä och digitala signaler  
","0.7200000000000001","AIRBORNE DC8"
"-c 50091858","# Kompatibilitetsinformation för Produkt 50091858

**Artikelnummer:** 50091858  

### Passar till
- J8 på antenndelen  
- bäst  
- centralen med partvinnad kabel, t  
- dörr med låscylinder och består av antenndel, läsardel och ellås  
- montering på dörrbladet  
","0.8","Produkt 50091858"
"-c 115200","# Kompatibilitetsinformation för INGÅNGAR OCH UTGÅNGAR

**Artikelnummer:** 115200  

### Passar till
- 2 dörrar, 4: Avsedd för 4 dörrar, 2+2: 2 porttelefondörrar och 2 läsardörrar  
- J5 och J6  
- bokningstavla Boka 1306 eller Boka 1316  
- den krypterade Aptus485 bussen,så är den bestyckad med ett interface-kort som innehåller anslutning för Aptus485-buss  
- porttelefon Ringa 1307 eller Ringa 1707  
","0.8","**INGÅNGAR OCH UTGÅNGAR**"
"-c ""**INGÅNGAR OCH UTGÅNGAR**""","# Kompatibilitetsinformation för INGÅNGAR OCH UTGÅNGAR

**Artikelnummer:** 115200  

### Passar till
- 2 dörrar, 4: Avsedd för 4 dörrar, 2+2: 2 porttelefondörrar och 2 läsardörrar  
- J5 och J6  
- bokningstavla Boka 1306 eller Boka 1316  
- den krypterade Aptus485 bussen,så är den bestyckad med ett interface-kort som innehåller anslutning för Aptus485-buss  
- porttelefon Ringa 1307 eller Ringa 1707  
","0.7200000000000001","**INGÅNGAR OCH UTGÅNGAR**"
"-c 50091865","# Kompatibilitetsinformation för Produkt 50091865

**Artikelnummer:** 50091865  

### Passar till
- bakstyckets genomföringshål  
- centralen med partvinnad kabel  
- till bakstyckets genomföringshål  
- utanpåliggande montage  
","0.8","Produkt 50091865"
"-c 50093109","# Kompatibilitetsinformation för ASSA PCR45

**Artikelnummer:** 50093109  

### Passar till
- LCU9016, LCU9017

### Övrigt

- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling

#### Artikelnummer

- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
- 

#### www  
- LCU9016, LCU9017
### Övrigt
- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling
#### Artikelnummer
- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
-
#### www  
","0.8","ASSA PCR45"
"-c ""ASSA PCR45""","# Kompatibilitetsinformation för ASSA PCR45

**Artikelnummer:** 50093109  

### Passar till
- LCU9016, LCU9017

### Övrigt

- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling

#### Artikelnummer

- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
- 

#### www  
- LCU9016, LCU9017
### Övrigt
- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling
#### Artikelnummer
- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
-
#### www  
","0.7200000000000001","ASSA PCR45"
"-c 50093111","# Kompatibilitetsinformation för ASSA PCR45 Kompakt Mifareläsare med knappsats

**Artikelnummer:** 50093111  

### Passar till
- LCU9016, LCU9017

#### Övrigt

- • Lästeknologi Mifare sektor
- • Har inbyggd sabotagekontakt
- • Låsbar kapsling

## Artikelnummer

- • S556 545 085 E58 761 68 Vit
- • S556 545 084 E58 761 67 Svart
- • S556 545 086 E58 761 99 Silver  
- LCU9016, LCU9017
#### Övrigt
- • Lästeknologi Mifare sektor
- • Har inbyggd sabotagekontakt
- • Låsbar kapsling
## Artikelnummer
- • S556 545 085 E58 761 68 Vit
- • S556 545 084 E58 761 67 Svart
- • S556 545 086 E58 761 99 Silver  
","0.8","ASSA PCR45 Kompakt Mifareläsare med knappsats"
"-c ""ASSA PCR45 Kompakt Mifareläsare med knappsats""","# Kompatibilitetsinformation för ASSA PCR45 Kompakt Mifareläsare med knappsats

**Artikelnummer:** 50093111  

### Passar till
- LCU9016, LCU9017

#### Övrigt

- • Lästeknologi Mifare sektor
- • Har inbyggd sabotagekontakt
- • Låsbar kapsling

## Artikelnummer

- • S556 545 085 E58 761 68 Vit
- • S556 545 084 E58 761 67 Svart
- • S556 545 086 E58 761 99 Silver  
- LCU9016, LCU9017
#### Övrigt
- • Lästeknologi Mifare sektor
- • Har inbyggd sabotagekontakt
- • Låsbar kapsling
## Artikelnummer
- • S556 545 085 E58 761 68 Vit
- • S556 545 084 E58 761 67 Svart
- • S556 545 086 E58 761 99 Silver  
","0.7200000000000001","ASSA PCR45 Kompakt Mifareläsare med knappsats"
"-c 50097839","# Kompatibilitetsinformation för Passiv IR-detektor OPTEX SX-360Z

**Artikelnummer:** 50097839  

### Passar till
- eller från med ""LED"" brytaren på detektorn  
- minus  är lysdioden inkopplad  
","0.8","Passiv IR-detektor OPTEX SX-360Z"
"-c ""Passiv IR-detektor OPTEX SX-360Z""","# Kompatibilitetsinformation för Passiv IR-detektor OPTEX SX-360Z

**Artikelnummer:** 50097839  

### Passar till
- eller från med ""LED"" brytaren på detektorn  
- minus  är lysdioden inkopplad  
","0.7200000000000001","Passiv IR-detektor OPTEX SX-360Z"
"-c 00309","# Kompatibilitetsinformation för AIRBORNE DC DUAL

**Artikelnummer:** 00309  

### Passar till
- larmsändaren  
- två oberoende kommunikationsvägar  
","0.8","AIRBORNE DC DUAL"
"-c ""AIRBORNE DC DUAL""","# Kompatibilitetsinformation för AIRBORNE DC DUAL

**Artikelnummer:** 00309  

### Passar till
- larmsändaren  
- två oberoende kommunikationsvägar  
","0.7200000000000001","AIRBORNE DC DUAL"
"-c 50100910","# Kompatibilitetsinformation för www.aptus.se

**Artikelnummer:** 50100910  
","0.72","**www.aptus.se**"
"-c ""**www.aptus.se**""","# Kompatibilitetsinformation för www.aptus.se

**Artikelnummer:** 50100910  
","0.648","**www.aptus.se**"
"-c 18662","# Kompatibilitetsinformation för Produkt 18662

**Artikelnummer:** 18662  

### Passar till
- olika ringsignaler hos dörrklockan som dörrsignal eller larmsignal  
- samtliga sändare i System Nexa  
- självlärande kodsändare, till exempel tryckknappsenheten LMLT-711 eller rörelsedetektorn LMDT-609/LMDT-810/MDT-507 och magnetgivaren LMST-606 som larmsystem  
","0.8","Produkt 18662"
"-c 000000","# Kompatibilitetsinformation för 3 Programmeringsmetoder

**Artikelnummer:** 000000  

### Passar till
- att aktivera sirenen, öppna/stänga garagedörrar och mycket mera  
- centralens sektionsingångsterminaler  
- säkerhetssystemet  
","0.8","**3 Programmeringsmetoder**"
"-c ""**3 Programmeringsmetoder**""","# Kompatibilitetsinformation för 3 Programmeringsmetoder

**Artikelnummer:** 000000  

### Passar till
- att aktivera sirenen, öppna/stänga garagedörrar och mycket mera  
- centralens sektionsingångsterminaler  
- säkerhetssystemet  
","0.7200000000000001","**3 Programmeringsmetoder**"
"-c 113018","# Kompatibilitetsinformation för AMAX panel 4000

**Artikelnummer:** 113018  

### Passar till
- användning i hemmiljö och på små till medelstora företag  
- branddetektorer med fyra ledare
- Alla sektioner kan användas för signalläge 
- Alla sektioner kan användas för att upptäcka sensorsabotage 
- Sektioner kan förbikopplas av namn
- Testläge för utgångar och sektioner

## Tillvalsfunktioner

- Trådlösa enheter  RADION från Bosch
- Sektionsingångar på expansionsmoduler 
- Reläutgångar på expansionsmoduler 
- Anslut utomhussirener och IP-kameror till en tillvalsmodul med 8 reläer 
- Programmeringsnyckel

## Larmöverföring som tillval

- IP-kommunikation med Bosch Conettix IP, SIA DC09 UDP och SIA DC 09 TCP-protokoll via B426 och B450 med B442- eller B443-moduler
- GPRS-kommunikation med Bosch Conettix IP, GPRS SIA DC09 och SIA DC 09 TCP-protokoll via B450 med B442- eller B443-moduler

#### Fjärrprogrammering som tillval via A-Link Plus

- IP-kommunikation 
- GPRS-kommunikation 

## Videolarmsverifiering som tillval

Extra videolarmsverifiering är möjlig i kombination med en DX3010 8-relämodul och en IP-kamera med analog larmingång och en reläutgång  
- branddetektorer med fyra ledare
- Alla sektioner kan användas för signalläge 
- Alla sektioner kan användas för att upptäcka sensorsabotage 
- Sektioner kan förbikopplas av namn
- Testläge för utgångar och sektioner
## Tillvalsfunktioner
- Trådlösa enheter  RADION från Bosch
- Sektionsingångar på expansionsmoduler 
- Reläutgångar på expansionsmoduler 
- Anslut utomhussirener och IP-kameror till en tillvalsmodul med 8 reläer 
- Programmeringsnyckel
## Larmöverföring som tillval
- IP-kommunikation med Bosch Conettix IP, SIA DC09 UDP och SIA DC 09 TCP-protokoll via B426 och B450 med B442- eller B443-moduler
- GPRS-kommunikation med Bosch Conettix IP, GPRS SIA DC09 och SIA DC 09 TCP-protokoll via B450 med B442- eller B443-moduler
#### Fjärrprogrammering som tillval via A-Link Plus
- IP-kommunikation 
- GPRS-kommunikation 
## Videolarmsverifiering som tillval
Extra videolarmsverifiering är möjlig i kombination med en DX3010 8-relämodul och en IP-kamera med analog larmingång och en reläutgång  
- både RADION trådlös kringutrustning som använder frekvensen 433 Mhz och fast anslutna detektorer från Bosch  
","0.8","AMAX panel 4000"
"-c ""AMAX panel 4000""","# Kompatibilitetsinformation för AMAX panel 4000

**Artikelnummer:** 113018  

### Passar till
- användning i hemmiljö och på små till medelstora företag  
- branddetektorer med fyra ledare
- Alla sektioner kan användas för signalläge 
- Alla sektioner kan användas för att upptäcka sensorsabotage 
- Sektioner kan förbikopplas av namn
- Testläge för utgångar och sektioner

## Tillvalsfunktioner

- Trådlösa enheter  RADION från Bosch
- Sektionsingångar på expansionsmoduler 
- Reläutgångar på expansionsmoduler 
- Anslut utomhussirener och IP-kameror till en tillvalsmodul med 8 reläer 
- Programmeringsnyckel

## Larmöverföring som tillval

- IP-kommunikation med Bosch Conettix IP, SIA DC09 UDP och SIA DC 09 TCP-protokoll via B426 och B450 med B442- eller B443-moduler
- GPRS-kommunikation med Bosch Conettix IP, GPRS SIA DC09 och SIA DC 09 TCP-protokoll via B450 med B442- eller B443-moduler

#### Fjärrprogrammering som tillval via A-Link Plus

- IP-kommunikation 
- GPRS-kommunikation 

## Videolarmsverifiering som tillval

Extra videolarmsverifiering är möjlig i kombination med en DX3010 8-relämodul och en IP-kamera med analog larmingång och en reläutgång  
- branddetektorer med fyra ledare
- Alla sektioner kan användas för signalläge 
- Alla sektioner kan användas för att upptäcka sensorsabotage 
- Sektioner kan förbikopplas av namn
- Testläge för utgångar och sektioner
## Tillvalsfunktioner
- Trådlösa enheter  RADION från Bosch
- Sektionsingångar på expansionsmoduler 
- Reläutgångar på expansionsmoduler 
- Anslut utomhussirener och IP-kameror till en tillvalsmodul med 8 reläer 
- Programmeringsnyckel
## Larmöverföring som tillval
- IP-kommunikation med Bosch Conettix IP, SIA DC09 UDP och SIA DC 09 TCP-protokoll via B426 och B450 med B442- eller B443-moduler
- GPRS-kommunikation med Bosch Conettix IP, GPRS SIA DC09 och SIA DC 09 TCP-protokoll via B450 med B442- eller B443-moduler
#### Fjärrprogrammering som tillval via A-Link Plus
- IP-kommunikation 
- GPRS-kommunikation 
## Videolarmsverifiering som tillval
Extra videolarmsverifiering är möjlig i kombination med en DX3010 8-relämodul och en IP-kamera med analog larmingång och en reläutgång  
- både RADION trådlös kringutrustning som använder frekvensen 433 Mhz och fast anslutna detektorer från Bosch  
","0.7200000000000001","AMAX panel 4000"
"-c 50108134","# Kompatibilitetsinformation för TEKNISKA DATA

**Artikelnummer:** 50108134  

### Passar till
- plint 3 på VD 400  
","0.8","**TEKNISKA DATA**"
"-c ""**TEKNISKA DATA**""","# Kompatibilitetsinformation för TEKNISKA DATA

**Artikelnummer:** 50108134  

### Passar till
- plint 3 på VD 400  
","0.7200000000000001","**TEKNISKA DATA**"
"-c 934749","# Kompatibilitetsinformation för SMARTair System

**Artikelnummer:** 934749  

### Passar till
- andra utsidor/insidor  
- både vänster/höger dörrar  
- de flesta av ASSAs fallhakregel- och fallregellås  
- dörrar i fuktiga miljöer eller utomhus  
- inomhusbruk  
- invändiga dörrar, 0-65 ºC  
- läsaren och auktoriseringsnyckeln måste sitta i Programmeringsenheten  
","0.8","SMARTair System"
"-c ""SMARTair System""","# Kompatibilitetsinformation för SMARTair System

**Artikelnummer:** 934749  

### Passar till
- andra utsidor/insidor  
- både vänster/höger dörrar  
- de flesta av ASSAs fallhakregel- och fallregellås  
- dörrar i fuktiga miljöer eller utomhus  
- inomhusbruk  
- invändiga dörrar, 0-65 ºC  
- läsaren och auktoriseringsnyckeln måste sitta i Programmeringsenheten  
","0.7200000000000001","SMARTair System"
"-c 50111647","# Kompatibilitetsinformation för ASSA motorlås – smalprofil 841C-35, 851C-35

**Artikelnummer:** 50111647  

### Passar till
- bra som natt- och säkerhetslåsning i dörrar med höga säkerhetskrav inom handel, kontor och industri  
- en DAC564 eller till en DAC530  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

(_page_0_Picture_29  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet
(_page_0_Picture_29  
","0.8","ASSA motorlås – smalprofil 841C-35, 851C-35"
"-c ""ASSA motorlås – smalprofil 841C-35, 851C-35""","# Kompatibilitetsinformation för ASSA motorlås – smalprofil 841C-35, 851C-35

**Artikelnummer:** 62549688  

### Passar till
- bra som natt- och säkerhetslåsning i dörrar med höga säkerhetskrav inom handel, kontor och industri  
- en DAC564 eller till en DAC530  
- inomhusbruk  
- karm/dörrblad  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

(_page_0_Picture_29  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet
(_page_0_Picture_29  
- valfritt passer och säkerhetssystem där relevanta in och utgångsfunktioner finns  
","0.7200000000000001","ASSA motorlås – smalprofil 841C-35, 851C-35"
"-c 14846","# Kompatibilitetsinformation för ASSA motorlås 840C-50, 841C-50

**Artikelnummer:** 14846  

### Passar till
- 813C,815C  
- 813C,815C<br>820C,825C,835C  
- 813C,815C<br>Om I/0 Box350  
- R245/15/15 innebär att slutblecket passar ett regel- eller fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- anslutningscentralen  
- bra som natt- och säkerhetslåsning i dörrar med höga säkerhetskrav inom handel, kontor och industri  
- både höger- och vänsterhängd dörr  
- de flesta godkända regel-, hakregel- och fallregellås  
- dörrautomatik måste funktionen öppningsfördröjning finnas och användas i dörrautomatiken  
- en DAC564 alternativt DAC530  
- ett regel- eller fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- inkommande plintrad, märkt IN, i Doskortet  
- plint 1 = + 24V DC stabiliserad och

Ansluts till plint 1 = + 24V DC stabiliserad och

Öppnasignal med slutning 

DC stabiliserad och filtrerad likspänning  
- plint 1 = + 24V DC stabiliserad och filtrerad likspänning Ansluts till plint 1 = + 24V DC stabiliserad och filtrerad likspänning Ansluts till plint 2 = 0V

Ansluts till plint 2 = 0V Obs! *stabiliserad likspänning  
- plint 1 och 5  
- plint 2 = 0V

filtrerad likspänning Ansluts till plint 2 = 0V

Obs!

Obs!

plint 2 och 4  
- plint 6 och 7  
- samtliga<br>av våra<br>monteringsstolpar  
- skyddsjord  
- slutbleck 1487-x
-
-
- SS3522, utg  
- slutbleck 1487-x
- 
- 
- SS3522, utg  
- slutbleck 1487-x
- Certifierad enl  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 840C-50, 841C-50

## Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 840C-50, 841C-50
## Elektromekanisk låsning
(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50

# Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50

## Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50
# Elektromekanisk låsning
(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50
## Elektromekanisk låsning
(_page_1_Picture_2  
- så väl vänster- som höger-

Om V eller H saknas i artikelnumret betyder det att slutblecket är vändbart och passar så väl vänster- som höger-

är vändbart och passar både vänster-

är vändbart och passar både vänster-

Plösmått

Plösmått

Total längd

Total längd

Anger slutbleckets plösmått i mm  
- till 813C,815C  
- till 813C,815C<br>820C,825C,835C  
- till 813C,815C<br>Om I/0 Box350  
- utgående plintrad, märkt OUT, med lämplig kabel  
","1.0","ASSA motorlås 840C-50, 841C-50"
"-c ""ASSA motorlås 840C-50, 841C-50""","# Kompatibilitetsinformation för ASSA motorlås 840C-50, 841C-50

**Artikelnummer:** 14846  

### Passar till
- 813C,815C  
- 813C,815C<br>820C,825C,835C  
- 813C,815C<br>Om I/0 Box350  
- R245/15/15 innebär att slutblecket passar ett regel- eller fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- anslutningscentralen  
- bra som natt- och säkerhetslåsning i dörrar med höga säkerhetskrav inom handel, kontor och industri  
- både höger- och vänsterhängd dörr  
- de flesta godkända regel-, hakregel- och fallregellås  
- dörrautomatik måste funktionen öppningsfördröjning finnas och användas i dörrautomatiken  
- en DAC564 alternativt DAC530  
- ett regel- eller fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- fallregellås, har 15 mm plösmått och är ett vinkelslutbleck med 15 mm vinkel  
- inkommande plintrad, märkt IN, i Doskortet  
- plint 1 = + 24V DC stabiliserad och

Ansluts till plint 1 = + 24V DC stabiliserad och

Öppnasignal med slutning 

DC stabiliserad och filtrerad likspänning  
- plint 1 = + 24V DC stabiliserad och filtrerad likspänning Ansluts till plint 1 = + 24V DC stabiliserad och filtrerad likspänning Ansluts till plint 2 = 0V

Ansluts till plint 2 = 0V Obs! *stabiliserad likspänning  
- plint 1 och 5  
- plint 2 = 0V

filtrerad likspänning Ansluts till plint 2 = 0V

Obs!

Obs!

plint 2 och 4  
- plint 6 och 7  
- samtliga<br>av våra<br>monteringsstolpar  
- skyddsjord  
- slutbleck 1487-x
-
-
- SS3522, utg  
- slutbleck 1487-x
- 
- 
- SS3522, utg  
- slutbleck 1487-x
- Certifierad enl  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 840C-50, 841C-50

## Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 840C-50, 841C-50
## Elektromekanisk låsning
(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50

# Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50

## Elektromekanisk låsning

(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50
# Elektromekanisk låsning
(_page_1_Picture_2  
- spänningsmatning
- Ska installeras inomhus på den skyddade sidan av dörren inom 10 m från motorlåset
- Om DAC564/DAC530 integreras med ARX passersystem skapas en totalintegrerad lösning med stor flexibilitet

# ASSA motorlås 850C-50, 851C-50
## Elektromekanisk låsning
(_page_1_Picture_2  
- så väl vänster- som höger-

Om V eller H saknas i artikelnumret betyder det att slutblecket är vändbart och passar så väl vänster- som höger-

är vändbart och passar både vänster-

är vändbart och passar både vänster-

Plösmått

Plösmått

Total längd

Total längd

Anger slutbleckets plösmått i mm  
- till 813C,815C  
- till 813C,815C<br>820C,825C,835C  
- till 813C,815C<br>Om I/0 Box350  
- utgående plintrad, märkt OUT, med lämplig kabel  
","0.9","ASSA motorlås 840C-50, 841C-50"
"-c 50111706","# Kompatibilitetsinformation för Produkt 50111706

**Artikelnummer:** 50111706  

### Passar till
- bra både för företaget och hemmet
- All mekanik på insidan för högre säkerhet
- Flera olika modeller för alla behov

(_page_3_Picture_24  
- bra både för företaget och hemmet
- All mekanik på insidan för högre säkerhet
- Flera olika modeller för alla behov
(_page_3_Picture_24  
- både inner- och ytterdörrar och är mycket enkelt att montera på exempelvis kontorsdörrar, datarum, arkiv och lager  
- enkla inner- och ytterdörrar och är helt utan cylinder och vred  
- exempelvis butiker men kan även sitta på entrédörrar eftersom man kan låsa säkert med cylinder och på så sätt uppnå högre säkerhet  
- för både inner- och ytterdörrar och är mycket enkelt att montera på exempelvis kontorsdörrar, datarum, arkiv och lager  
- för exempelvis butiker men kan även sitta på entrédörrar eftersom man kan låsa säkert med cylinder och på så sätt uppnå högre säkerhet  
","0.8","Produkt 50111706"
"-c 20180025","# Kompatibilitetsinformation för Produkt 20180025

**Artikelnummer:** 20180025  

### Passar till
- dörrar med modul / Connect lås  
","0.8","Produkt 20180025"
"-c 20180045","# Kompatibilitetsinformation för Produkt 20180045

**Artikelnummer:** 20180045  

### Passar till
- dörrar med modul / Connect lås  
","0.8","Produkt 20180045"
"-c 50113948","# Kompatibilitetsinformation för 11 Extra funktioner

**Artikelnummer:** 50113948  

### Passar till
- den trådlösa knappsatsen urkopplas batterisparläget automatiskt  
","0.8","**11 Extra funktioner**"
"-c ""**11 Extra funktioner**""","# Kompatibilitetsinformation för 11 Extra funktioner

**Artikelnummer:** 50113948  

### Passar till
- den trådlösa knappsatsen urkopplas batterisparläget automatiskt  
","0.7200000000000001","**11 Extra funktioner**"
"-c 090915","# Kompatibilitetsinformation för Produkt 090915

**Artikelnummer:** 090915  

### Passar till
- den trådlösa knappsatsen urkopplas batterisparläget automatiskt  
","0.8","Produkt 090915"
"-c 58300","# Kompatibilitetsinformation för ABUS

**Artikelnummer:** 58300  

### Passar till
- att låsa bland annat maskiner, ventiler, stickkontakter och strömbrytare på ett sådant sätt att de inte kan manövreras vid t  
- enskilda lås, nycklar som passar till grupper av lås och en generalhuvudnyckel  
- nte fi nns till hands  
- till enskilda lås, nycklar som passar till grupper av lås och en generalhuvudnyckel  
","0.8","**ABUS**"
"-c ""**ABUS**""","# Kompatibilitetsinformation för ABUS

**Artikelnummer:** 58300  

### Passar till
- att låsa bland annat maskiner, ventiler, stickkontakter och strömbrytare på ett sådant sätt att de inte kan manövreras vid t  
- enskilda lås, nycklar som passar till grupper av lås och en generalhuvudnyckel  
- nte fi nns till hands  
- till enskilda lås, nycklar som passar till grupper av lås och en generalhuvudnyckel  
","0.7200000000000001","**ABUS**"
"-c 50119248","# Kompatibilitetsinformation för Produkt 50119248

**Artikelnummer:** 50119248  

### Passar till
- utanpåliggande montage  
- varje interface  
","0.8","Produkt 50119248"
"-c 50126336","# Kompatibilitetsinformation för ASSA Pando™ Display

**Artikelnummer:** 50126336  

### Passar till
- ASSAs säkerhetsystem ASSA ARX  
- Hi-O fungerar den både som läsare och manöverpanel och vid anslutning via SIO som manöverpanel  
","0.8","ASSA Pando™ Display"
"-c ""ASSA Pando™ Display""","# Kompatibilitetsinformation för ASSA Pando™ Display

**Artikelnummer:** 50126336  

### Passar till
- ASSAs säkerhetsystem ASSA ARX  
- Hi-O fungerar den både som läsare och manöverpanel och vid anslutning via SIO som manöverpanel  
","0.7200000000000001","ASSA Pando™ Display"
"-c 14443","# Kompatibilitetsinformation för Produkt 14443

**Artikelnummer:** 14443  

### Passar till
- den monterade bottenplattan innan läsardelen sätts på plats  
- lika bra ute som inne  
","0.8","Produkt 14443"
"-c 50218400","# Kompatibilitetsinformation för 10.1. Functional Checks

**Artikelnummer:** 50218400  
","0.8","**10.1. Functional Checks**"
"-c ""**10.1. Functional Checks**""","# Kompatibilitetsinformation för 10.1. Functional Checks

**Artikelnummer:** 50218400  
","0.7200000000000001","**10.1. Functional Checks**"
"-c 55022","# Kompatibilitetsinformation för 2 Direktiv och standarder

**Artikelnummer:** 55022  

### Passar till
- standardprotokollet för SMS-telefoner  
","0.8","2 Direktiv och standarder"
"-c ""2 Direktiv och standarder""","# Kompatibilitetsinformation för 2 Direktiv och standarder

**Artikelnummer:** 55022  

### Passar till
- standardprotokollet för SMS-telefoner  
","0.7200000000000001","2 Direktiv och standarder"
"-c 10271030","# Kompatibilitetsinformation för Produkt 10271030

**Artikelnummer:** 10271030  

### Passar till
- standardprotokollet för SMS-telefoner  
","0.8","Produkt 10271030"
"-c 50130115","# Kompatibilitetsinformation för Produkt 50130115

**Artikelnummer:** 50130115  

### Passar till
- COMM1 på SPCP355 Smart<br>PSU , ström- och dataanslutning, med en direktkabel  
- X-bussen  flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- X-bussen , flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- bygeln för användning av 17 Ah-batteri och ta bort för 7 Ah<br>batteri  
- denna 2-stiftsanslutning via en<br>transformator som finns i SPC inkapsling  
- dessa<br>godkända centraler  
- en dator via en standard USB-kabel typ A eller typ B  
- n korrekt i hålen på uttaget och tryck det på plats försiktigt men säkert  
- punkt 32, ström- och<br>dataanslutning enligt bilden ovan, med en direktkabel  
- standardprotokollet för SMS-telefoner  
","1.0","Produkt 50130115"
