"user_input","ai_output","confidence","source"
"-c 50021281","# Kompatibilitetsinformation för Produkt 50021281

**Artikelnummer:** 50021281  

### Passar till
- hop med monteringsstolpar serie S-  
","0.8","Produkt 50021281"
"-c 20150909","# Kompatibilitetsinformation för Produkt 20150909

**Artikelnummer:** 20150909  

### Passar till
- elslutbleck vid daglåsning  
","0.8","Produkt 20150909"
"-c 50022946","# Kompatibilitetsinformation för Produkt 50022946

**Artikelnummer:** 50022946  
","0.8","Produkt 50022946"
"-c 443608","# Kompatibilitetsinformation för ABLOY EL402 Elektromekanisk låsning

**Artikelnummer:** 443608  

### Passar till
- bra som daglåsning och intern låsning inom handel, kontor och industri eller i entréer och allmänna utrymmen i flerfamiljshus  
","0.8","ABLOY EL402 Elektromekanisk låsning"
"-c ""ABLOY EL402 Elektromekanisk låsning""","# Kompatibilitetsinformation för ABLOY EL402 Elektromekanisk låsning

**Artikelnummer:** 443608  

### Passar till
- bra som daglåsning och intern låsning inom handel, kontor och industri eller i entréer och allmänna utrymmen i flerfamiljshus  
","0.7200000000000001","ABLOY EL402 Elektromekanisk låsning"
"-c 50023634","# Kompatibilitetsinformation för ABLOY EL502 Elektromekanisk låsning

**Artikelnummer:** 50023634  

### Passar till
- bra som daglåsning och intern låsning inom handel, kontor och industri eller i entréer och allmänna utrymmen i flerfamiljshus  
","0.8","ABLOY EL502 Elektromekanisk låsning"
"-c ""ABLOY EL502 Elektromekanisk låsning""","# Kompatibilitetsinformation för ABLOY EL502 Elektromekanisk låsning

**Artikelnummer:** 50023634  

### Passar till
- bra som daglåsning och intern låsning inom handel, kontor och industri eller i entréer och allmänna utrymmen i flerfamiljshus  
","0.7200000000000001","ABLOY EL502 Elektromekanisk låsning"
"-c 13319","# Kompatibilitetsinformation för NEXA-101LC

**Artikelnummer:** 13319  

### Passar till
- KD-101LA och LM-101LC
- * Nu även med 9v batterikontakt  
","0.8","NEXA-101LC"
"-c ""NEXA-101LC""","# Kompatibilitetsinformation för NEXA-101LC

**Artikelnummer:** 13319  

### Passar till
- KD-101LA och LM-101LC
- * Nu även med 9v batterikontakt  
","0.7200000000000001","NEXA-101LC"
"-c 190245","# Kompatibilitetsinformation för Produkt 190245

**Artikelnummer:** 190245  

### Passar till
- att märka ut centrumlinjen för håltagning av ankar bult  
","0.8","Produkt 190245"
"-c 0000281","# Kompatibilitetsinformation för Ett dokumenterat tryggt val

**Artikelnummer:** 0000281  

### Passar till
- dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- en-, två- och trepunktslåsning
- Passar till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
","0.8","Ett dokumenterat tryggt val"
"-c ""Ett dokumenterat tryggt val""","# Kompatibilitetsinformation för Ett dokumenterat tryggt val

**Artikelnummer:** 0000281  

### Passar till
- dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- en-, två- och trepunktslåsning
- Passar till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
","0.7200000000000001","Ett dokumenterat tryggt val"
"-c 50024440","# Kompatibilitetsinformation för Produkt 50024440

**Artikelnummer:** 50024440  

### Passar till
- plastkåpa/plombtråd skall WWförses med sådan efter test
	- Justera ev  
","0.8","Produkt 50024440"
"-c 0000175","# Kompatibilitetsinformation för Produkt 0000175

**Artikelnummer:** 0000175  

### Passar till
- ett dormakaba låshus av modell DL 9197  
- plastplombering ska utrustas med sådan efter testning  
","1.0","Produkt 0000175"
"-c 50000","# Kompatibilitetsinformation för Produkt 50000

**Artikelnummer:** 50000  

### Passar till
- normcentral  
","0.8","Produkt 50000"
"-c 50024635","# Kompatibilitetsinformation för Produkt 50024635

**Artikelnummer:** 50024635  

### Passar till
- låshus i Skandinavisk standard, typ Modul och Evo  
","0.8","Produkt 50024635"
"-c 42471","# Kompatibilitetsinformation för Produkt 42471

**Artikelnummer:** 42471  

### Passar till
- nstallationen efter rådande förutsättningar med avseende på produkten, platsen den placeras på och den omgivande miljön samtidigt som man uppnår största möjliga säkerhetsnivå  
","0.8","Produkt 42471"
"-c 43632","# Kompatibilitetsinformation för MONTERINGSTILLBEHÖR ELEKTROMAGNETER

**Artikelnummer:** 43632  

### Passar till
- ELEKTROMAGNETER

(_page_1_Figure_1  
- RADIOMOTTAGARE 

(_page_1_Picture_5  
- RADIOSÄNDARE 

(_page_1_Picture_12  
- RADIOSÄNDARE 

(_page_1_Picture_14  

### Tekniska specifikationer
-   - Låst läge:  mA  
- **Strömförbrukning:**  
","0.8","Produkt 43632"
"-c 50024673","# Kompatibilitetsinformation för RRA85-1NN Radiomottagare

**Artikelnummer:** 50024673  

### Passar till
- utmärkt för att styra portar, dörrar eller andra elektriskt styrda funktioner  
- utmärkt för att styra portar, grindar, belysning, larm eller andra elektriskt styrda funktioner  
","0.8","**RRA85-1NN** Radiomottagare"
"-c ""**RRA85-1NN** Radiomottagare""","# Kompatibilitetsinformation för RRA85-1NN Radiomottagare

**Artikelnummer:** 50024673  

### Passar till
- utmärkt för att styra portar, dörrar eller andra elektriskt styrda funktioner  
- utmärkt för att styra portar, grindar, belysning, larm eller andra elektriskt styrda funktioner  
","0.7200000000000001","**RRA85-1NN** Radiomottagare"
"-c 20245048","# Kompatibilitetsinformation för Produkt 20245048

**Artikelnummer:** 20245048  

### Passar till
- de rådande förutsättningarna  
- nstallationen efter rådande förutsättningar med avseende på produkten, platsen den placeras på och den omgivande miljön  
","0.8","Produkt 20245048"
"-c 50024677","# Kompatibilitetsinformation för Produkt 50024677

**Artikelnummer:** 50024677  

### Passar till
- dörrprofilerna de allra flest dörrmiljöer  
","0.8","Produkt 50024677"
"-c 50025671","# Kompatibilitetsinformation för Produkt 50025671

**Artikelnummer:** 50025671  

### Passar till
- anslutning till konventionella centralapparater för brandlarm  
","0.8","Produkt 50025671"
"-c 50025672","# Kompatibilitetsinformation för Produkt 50025672

**Artikelnummer:** 50025672  

### Passar till
- anslutning till konventionella centralapparater för brandlarm  
","0.8","Produkt 50025672"
"-c 50025673","# Kompatibilitetsinformation för Produkt 50025673

**Artikelnummer:** 50025673  

### Passar till
- anslutning till konventionella centralapparater för brandlarm  
","0.8","Produkt 50025673"
"-c 50025674","# Kompatibilitetsinformation för Produkt 50025674

**Artikelnummer:** 50025674  

### Passar till
- anslutning till konventionella centralapparater som till exempel UTC Fire & Securitys 1X-serie  
","0.8","Produkt 50025674"
"-c 066004","# Kompatibilitetsinformation för Produkt 066004

**Artikelnummer:** 066004  

### Passar till
- os efeitos mecânicos do envio e do armazenamento recomendamos que rode primeiro cada botão no sentido anti-horário  e, em seguida, no sentido horário  antes de definir o endereço necessário  
","0.8","Produkt 066004"
"-c 50025677","# Kompatibilitetsinformation för Produkt 50025677

**Artikelnummer:** 50025677  

### Passar till
- anslutning till konventionella centralapparater som till exempel UTC Fire & Securitys 1Xserie  
","0.8","Produkt 50025677"
"-c 50025678","# Kompatibilitetsinformation för Produkt 50025678

**Artikelnummer:** 50025678  

### Passar till
- anslutning till konventionella centralapparater som till exempel UTC Fire & Securitys 1X-serie  
","0.8","Produkt 50025678"
"-c 50025680","# Kompatibilitetsinformation för Produkt 50025680

**Artikelnummer:** 50025680  

### Passar till
- utomhusmontage och uppfyller skydssklass IP67  
","0.8","Produkt 50025680"
"-c 16005","# Kompatibilitetsinformation för Produkt 16005

**Artikelnummer:** 16005  

### Passar till
- dörrautomatiken<br>  
","0.8","Produkt 16005"
"-c 50026175","# Kompatibilitetsinformation för Produkt 50026175

**Artikelnummer:** 50026175  

### Passar till
- System Nexa självprogrammerande mottagare, anslutna till lampa eller dörrklocka som hemmasäkerhetssystem  
- nte dimmermottagare)  
","0.8","Produkt 50026175"
"-c 50026266","# Kompatibilitetsinformation för Produkt 50026266

**Artikelnummer:** 50026266  

### Passar till
- genom ett borrhål på 10 mm  
","0.8","Produkt 50026266"
"-c 429200","# Kompatibilitetsinformation för Produkt 429200

**Artikelnummer:** 429200  

### Passar till
- Control Medi  
- Control Medi26  
- uttaget på sidan av Control Medi  
- uttaget på sidan av Control Medi Multi  
","0.8","Produkt 429200"
"-c 50130","# Kompatibilitetsinformation för Produkt 50130

**Artikelnummer:** 50130  

### Passar till
- os efeitos mecânicos do transporte e armazenagem, recomendamos que rode primeiro cada botão no sentido contrário ao dos ponteiros do relógio  e depois no sentido dos ponteiros do relógio  antes de definir o endereço necessário  
- sig till PIR-detekteringsområdet, uppnås en högre detekteringsprestation och falsklarm förhindras  
","0.8","Produkt 50130"
"-c 50026386","# Kompatibilitetsinformation för LCU9016III

**Artikelnummer:** 50026386  

### Passar till
- 9016III utan larmgodkänande  
","0.8","LCU9016III"
"-c ""LCU9016III""","# Kompatibilitetsinformation för LCU9016III

**Artikelnummer:** 50026386  

### Passar till
- 9016III utan larmgodkänande  
","0.7200000000000001","LCU9016III"
"-c 29801","# Kompatibilitetsinformation för SÄKERHETSDATABLAD BODYGUARD KNOCK OUT

**Artikelnummer:** 29801  
","1.0","SÄKERHETSDATABLAD BODYGUARD KNOCK OUT"
"-c ""SÄKERHETSDATABLAD BODYGUARD KNOCK OUT""","# Kompatibilitetsinformation för SÄKERHETSDATABLAD BODYGUARD KNOCK OUT

**Artikelnummer:** 29801  
","0.9","SÄKERHETSDATABLAD BODYGUARD KNOCK OUT"
"-c 50026434","# Kompatibilitetsinformation för Produkt 50026434

**Artikelnummer:** 50026434  

### Passar till
- DAC530III  är krypterad  
","0.8","Produkt 50026434"
"-c 50026456","# Kompatibilitetsinformation för ASSA LCU9101

**Artikelnummer:** 50026456  
","0.72","ASSA LCU9101"
"-c ""ASSA LCU9101""","# Kompatibilitetsinformation för ASSA LCU9101

**Artikelnummer:** 50026456  
","0.648","ASSA LCU9101"
"-c 14443","# Kompatibilitetsinformation för E100 SCAND

**Artikelnummer:** 14443  

### Passar till
- DB eller DIO i R-CARD 5000 systemet och har fem meter färdig kabel  
- DB eller DIO i R-CARD 5000-systemet och har fem meter färdig kabel  
- MIFARE standard 1k eller 4k  
- Mifare standard 1k eller 4k och EV1 och DESfire kort  
- RFID 13,56MHz  
- Registrera mjukvara från version 1  
- alla skandinaviska instickslås i trä-, stål- och rörramsdörrar
- Huvudelektronik  på utsidan säkerhetsrelevant elektronik på insidan
- Utsidans trycke är frikopplat insidans trycke är alltid inkopplat
- Möjligt att lagra upp till 10 nödkort 
- LED för statusindikering

#### Leveransomfattning

- 1 dörrbladsläsare med batteri  och installationsanvisning
- Skruvar, borrmall och verktyg 

## Tekniska data - Standard dörrbladsläsare, dold  
- alla skandinaviska instickslås i trä-, stål- och rörramsdörrar
- Huvudelektronik  på utsidan säkerhetsrelevant elektronik på insidan
- Utsidans trycke är frikopplat insidans trycke är alltid inkopplat
- Möjligt att lagra upp till 10 nödkort 
- LED för statusindikering

#### Leveransomfattning

- 1 dörrbladsläsare med batteri  och installationsanvisning
- Skruvar, borrmall och verktyg 

### Tekniska data - Standard dörrbladsläsare med vred  
- alla skandinaviska instickslås i trä-, stål- och rörramsdörrar
- Huvudelektronik  på utsidan säkerhetsrelevant elektronik på insidan
- Utsidans trycke är frikopplat insidans trycke är alltid inkopplat
- Möjligt att lagra upp till 10 nödkort 
- LED för statusindikering

#### Leveransomfattning

- 1 dörrbladsläsare med batteri  och installationsanvisning
- Skruvar, borrmall och verktyg 

#### Tekniska data - Standard dörrbladsläsare  
- alla skandinaviska instickslås i trä-, stål- och rörramsdörrar
- Huvudelektronik  utanpå säkerhetsrelevant elektronik inuti
- Utsidans trycke är frikopplat insidans trycke är alltid inkopplat
- LED för statusindikering

### Leveransomfattning

- 1 dörrbladsläsare med batteri  och installationsanvisning
- Skruvar, borrmall och verktyg 

#### Tips

- * Observera att besvärliga yttre miljöfaktorer kan påverka produktens funktion 
## Tekniska data - utan cylinder, utan vred  
- alla skandinaviska instickslås i trä-, stål- och rörramsdörrar
- Huvudelektronik  utanpå säkerhetsrelevant elektronik inuti
- Utsidans trycke är frikopplat insidans trycke är alltid inkopplat
- LED för statusindikering

#### Leveransomfattning

- 1 dörrbladsläsare med batteri  och installationsanvisning
- Skruvar, borrmall och verktyg 

#### Tips

- * Observera att besvärliga yttre miljöfaktorer kan påverka produktens funktion 
#### Tekniska data - med cylinder  
- den monterade bottenplattan innan läsardelen sätts på plats  
- detektering av beröringsfria brickor eller andra enheter som fungerar med RFID 13,56MHz  
- ergo visar displayen information om den spänningssätts för första gången och inte är ansluten till en KS-BUS eller om den ansluts till en annan enhet än tidigare:

- Första raden: ""KSENIA Security""
- Andra raden: Från första tecknet  visas FWversionen som är laddad (x  
- lika bra ute som inne  
","0.8","Produkt 14443"
"-c 000000","# Kompatibilitetsinformation för Produkt 000000

**Artikelnummer:** 000000  

### Passar till
- att aktivera sirenen, öppna/stänga garagedörrar och mycket mera  
- centralens sektionsingångsterminaler  
- detta  
- säkerhetssystemet  
","0.8","Produkt 000000"
"-c 50085820","# Kompatibilitetsinformation för TimeLox Office spår 2 Stand alone kodlås/kortlås

**Artikelnummer:** 50085820  

### Passar till
- övergripande nyckelcylinder  
","0.8","TimeLox Office spår 2 Stand alone kodlås/kortlås"
"-c ""TimeLox Office spår 2 Stand alone kodlås/kortlås""","# Kompatibilitetsinformation för TimeLox Office spår 2 Stand alone kodlås/kortlås

**Artikelnummer:** 50085820  

### Passar till
- övergripande nyckelcylinder  
","0.7200000000000001","TimeLox Office spår 2 Stand alone kodlås/kortlås"
"-c 50085941","# Kompatibilitetsinformation för Produkt 50085941

**Artikelnummer:** 50085941  

### Passar till
- DB-50  
","0.8","Produkt 50085941"
"-c 50089772","# Kompatibilitetsinformation för ASSA 6480EM/6481EM Beröringsfria läsare

**Artikelnummer:** 50089772  

### Passar till
- både inom- och utomhus, eftersom de uppfyller kraven för IP54  
- standard apparatdosa
- • Läsavstånd 5-10 cm
- • Antenntestläge
- • Grön och röd indikering

### Artikelnummer

- • Berörningsfri läsare 6480EM S556 480 085
- • Beröringsfri läsare 6481EM S556 481 131 med slagtålig front
- 
- CE-kontrollerad och godkänd

M1782  
","0.8","ASSA 6480EM/6481EM Beröringsfria läsare"
"-c ""ASSA 6480EM/6481EM Beröringsfria läsare""","# Kompatibilitetsinformation för ASSA 6480EM/6481EM Beröringsfria läsare

**Artikelnummer:** 50089772  

### Passar till
- både inom- och utomhus, eftersom de uppfyller kraven för IP54  
- standard apparatdosa
- • Läsavstånd 5-10 cm
- • Antenntestläge
- • Grön och röd indikering

### Artikelnummer

- • Berörningsfri läsare 6480EM S556 480 085
- • Beröringsfri läsare 6481EM S556 481 131 med slagtålig front
- 
- CE-kontrollerad och godkänd

M1782  
","0.7200000000000001","ASSA 6480EM/6481EM Beröringsfria läsare"
"-c 50090596","# Kompatibilitetsinformation för Produkt 50090596

**Artikelnummer:** 50090596  

### Passar till
- MC 340, 346 och 347  
- till MC 340, 346 och 347  
","0.8","Produkt 50090596"
"-c 6332877","# Kompatibilitetsinformation för Produkt 6332877

**Artikelnummer:** 6332877  

### Passar till
- de flesta typer av säkerhetsinstallationer  
- drar reläet  
- till de flesta typer av säkerhetsinstallationer  
","0.8","Produkt 6332877"
"-c 50090626","# Kompatibilitetsinformation för Överfallskontakt

**Artikelnummer:** 50090626  

### Passar till
- användningsområdet, i de flesta fall dolt  
","0.8","**Överfallskontakt**"
"-c ""**Överfallskontakt**""","# Kompatibilitetsinformation för Överfallskontakt

**Artikelnummer:** 50090626  

### Passar till
- användningsområdet, i de flesta fall dolt  
","0.7200000000000001","**Överfallskontakt**"
"-c 50090643","# Kompatibilitetsinformation för Produktblad

**Artikelnummer:** 50090643  

### Passar till
- infällt montage i metalldörrar  
","0.8","Produktblad"
"-c ""Produktblad""","# Kompatibilitetsinformation för Produktblad

**Artikelnummer:** 50116122  

### Passar till
- VE735 finns ett inställningsverktyg som arbetar med laserteknik  
","0.7200000000000001","Produktblad"
"-c 50090644","# Kompatibilitetsinformation för Produktblad

**Artikelnummer:** 50090644  

### Passar till
- infällt montage i metalldörrar  
","0.8","Produktblad"
"-c 50090682","# Kompatibilitetsinformation för Passiv IR-detektor BRAVO 6

**Artikelnummer:** 50090682  

### Passar till
- detektorn tänds lysdioden och indikerar att uppvärmning pågår  
","0.8","Passiv IR-detektor BRAVO 6"
"-c ""Passiv IR-detektor BRAVO 6""","# Kompatibilitetsinformation för Passiv IR-detektor BRAVO 6

**Artikelnummer:** 50090682  

### Passar till
- detektorn tänds lysdioden och indikerar att uppvärmning pågår  
","0.7200000000000001","Passiv IR-detektor BRAVO 6"
"-c 50090683","# Kompatibilitetsinformation för Produkt 50090683

**Artikelnummer:** 50090683  

### Passar till
- -spänning eller jord i centralapparaten  
- -spänning på mellan 8,2 – 16 V DC  
","0.8","Produkt 50090683"
"-c 50091100","# Kompatibilitetsinformation för BRUKSANVISNING

**Artikelnummer:** 50091100  

### Passar till
- att upptäcka rök, brand eller andra gaser  
- inomhusbruk  
","0.8","**BRUKSANVISNING**"
"-c ""**BRUKSANVISNING**""","# Kompatibilitetsinformation för BRUKSANVISNING

**Artikelnummer:** 16046745  

### Passar till
- att upptäcka rök, brand eller andra gaser  
- inomhusbruk  
","0.7200000000000001","**BRUKSANVISNING**"
"-c 65002","# Kompatibilitetsinformation för Produkt 65002

**Artikelnummer:** 65002  

### Passar till
- låshus enligt skandinavisk standard med enkel eller dubbelfallås  
- motorlåskistorna 6100, 6200 samt 6300  
","0.8","Produkt 65002"
"-c 11335577","# Kompatibilitetsinformation för PROGRAMMERING

**Artikelnummer:** 11335577  
","0.72","**PROGRAMMERING**"
"-c ""**PROGRAMMERING**""","# Kompatibilitetsinformation för PROGRAMMERING

**Artikelnummer:** 11335577  
","0.648","**PROGRAMMERING**"
"-c 50091462","# Kompatibilitetsinformation för ASSA ABLOY DC500

**Artikelnummer:** 50091462  

### Passar till
- alla typer av inneroch branddörrar där en säker och kontrollerbar stängning erfordras  
- för alla typer av inneroch branddörrar där en säker och kontrollerbar stängning erfordras  
- glidarm A190  
","0.8","ASSA ABLOY DC500"
"-c ""ASSA ABLOY DC500""","# Kompatibilitetsinformation för ASSA ABLOY DC500

**Artikelnummer:** 50091462  

### Passar till
- alla typer av inneroch branddörrar där en säker och kontrollerbar stängning erfordras  
- för alla typer av inneroch branddörrar där en säker och kontrollerbar stängning erfordras  
- glidarm A190  
","0.7200000000000001","ASSA ABLOY DC500"
"-c 00275","# Kompatibilitetsinformation för INSTALLATIONSMANUAL

**Artikelnummer:** 00275  

### Passar till
- larmsändaren  
","0.8","INSTALLATIONSMANUAL"
"-c ""INSTALLATIONSMANUAL""","# Kompatibilitetsinformation för INSTALLATIONSMANUAL

**Artikelnummer:** 00275  

### Passar till
- larmsändaren  
","0.7200000000000001","INSTALLATIONSMANUAL"
"-c 00293","# Kompatibilitetsinformation för AIRBORNE DC8

**Artikelnummer:** 00293  

### Passar till
- huvudkortet  
- larmsändaren  
- nya och befintliga anläggningar  
- till nya och befintliga anläggningar  
- traditionella telefonuppringare, larmgivare med relä och digitala signaler  
","0.8","AIRBORNE DC8"
"-c ""AIRBORNE DC8""","# Kompatibilitetsinformation för AIRBORNE DC8

**Artikelnummer:** 00293  

### Passar till
- huvudkortet  
- larmsändaren  
- nya och befintliga anläggningar  
- till nya och befintliga anläggningar  
- traditionella telefonuppringare, larmgivare med relä och digitala signaler  
","0.7200000000000001","AIRBORNE DC8"
"-c 50091842","# Kompatibilitetsinformation för Produkt 50091842

**Artikelnummer:** 50091842  

### Passar till
- utanpåliggande montage  
","0.8","Produkt 50091842"
"-c 50091844","# Kompatibilitetsinformation för Produkt 50091844

**Artikelnummer:** 50091844  

### Passar till
- utanpåliggande montage  
","0.8","Produkt 50091844"
"-c 50091846","# Kompatibilitetsinformation för Produkt 50091846

**Artikelnummer:** 50091846  

### Passar till
- infällt montage i en dubbeldosa  
","0.8","Produkt 50091846"
"-c 50091847","# Kompatibilitetsinformation för Produkt 50091847

**Artikelnummer:** 50091847  

### Passar till
- utanpåliggande montage  
","0.8","Produkt 50091847"
"-c 50091848","# Kompatibilitetsinformation för Produkt 50091848

**Artikelnummer:** 50091848  

### Passar till
- utanpåliggande montage  
","0.8","Produkt 50091848"
"-c 50091850","# Kompatibilitetsinformation för Produkt 50091850

**Artikelnummer:** 50091850  

### Passar till
- dörr med låscylinder  
- montage på dörrblad med låscylinder  
- montering direkt på dörren  
- montering på dörrbladet  
","0.8","Produkt 50091850"
"-c 50091858","# Kompatibilitetsinformation för Produkt 50091858

**Artikelnummer:** 50091858  

### Passar till
- J8 på antenndelen  
- bäst  
- centralen med partvinnad kabel, t  
- dörr med låscylinder och består av antenndel, läsardel och ellås  
- montering på dörrbladet  
","0.8","Produkt 50091858"
"-c 50091859","# Kompatibilitetsinformation för Produkt 50091859

**Artikelnummer:** 50091859  

### Passar till
- framtida funktioner  
- radionycklar av typen Sända 0895 eller ART  
- utanpåliggande montage  
","0.8","Produkt 50091859"
"-c 115200","# Kompatibilitetsinformation för AC 700

**Artikelnummer:** 115200  

### Passar till
- 2 dörrar, 4: Avsedd för 4 dörrar, 2+2: 2 porttelefondörrar och 2 läsardörrar  
- J5 och J6  
- bokningstavla Boka 1306 eller Boka 1316  
- den krypterade Aptus485 bussen,så är den bestyckad med ett interface-kort som innehåller anslutning för Aptus485-buss  
- porttelefon Ringa 1307 eller Ringa 1707  
","0.8","**AC 700**"
"-c ""**AC 700**""","# Kompatibilitetsinformation för AC 700

**Artikelnummer:** 115200  

### Passar till
- 2 dörrar, 4: Avsedd för 4 dörrar, 2+2: 2 porttelefondörrar och 2 läsardörrar  
- J5 och J6  
- bokningstavla Boka 1306 eller Boka 1316  
- den krypterade Aptus485 bussen,så är den bestyckad med ett interface-kort som innehåller anslutning för Aptus485-buss  
- porttelefon Ringa 1307 eller Ringa 1707  
","0.7200000000000001","**AC 700**"
"-c 50091865","# Kompatibilitetsinformation för Produkt 50091865

**Artikelnummer:** 50091865  

### Passar till
- bakstyckets genomföringshål  
- centralen med partvinnad kabel  
- till bakstyckets genomföringshål  
- utanpåliggande montage  
","0.8","Produkt 50091865"
"-c 90800001","# Kompatibilitetsinformation för Produkt 90800001

**Artikelnummer:** 90800001  

### Passar till
- centralenhet TC 700 via Aptus485-buss  
- dörr 3  
- dörr 4  
","0.8","Produkt 90800001"
"-c 50092935","# Kompatibilitetsinformation för Produkt 50092935

**Artikelnummer:** 50092935  

### Passar till
- bra både inomhus och utomhus, i privata miljöer såväl som i offentliga miljöer  
","0.8","Produkt 50092935"
"-c 50093109","# Kompatibilitetsinformation för ASSA PCR45

**Artikelnummer:** 50093109  

### Passar till
- LCU9016, LCU9017

### Övrigt

- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling

#### Artikelnummer

- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
- 

#### www  
","0.8","ASSA PCR45"
"-c ""ASSA PCR45""","# Kompatibilitetsinformation för ASSA PCR45

**Artikelnummer:** 50093109  

### Passar till
- LCU9016, LCU9017

### Övrigt

- Lästeknologi Mifare sektor
- Har inbyggd sabotagekontakt
- Låsbar kapsling

#### Artikelnummer

- S556 545 085 E58 761 68 Vit
- S556 545 084 E58 761 67 Svart
- S556 545 086 E58 761 99 Silver
- 

#### www  
","0.7200000000000001","ASSA PCR45"
"-c 50093111","# Kompatibilitetsinformation för Produkt 50093111

**Artikelnummer:** 50093111  

### Passar till
- LCU9016, LCU9017

#### Övrigt

- • Lästeknologi Mifare sektor
- • Har inbyggd sabotagekontakt
- • Låsbar kapsling

## Artikelnummer

- • S556 545 085 E58 761 68 Vit
- • S556 545 084 E58 761 67 Svart
- • S556 545 086 E58 761 99 Silver  
","0.8","Produkt 50093111"
"-c 50093142","# Kompatibilitetsinformation för Produkt 50093142

**Artikelnummer:** 50093142  

### Passar till
- användning i rigorösa miljöer med kommersiella och industriella anläggningar  
","0.8","Produkt 50093142"
"-c 50093662","# Kompatibilitetsinformation för Produkt 50093662

**Artikelnummer:** 50093662  

### Passar till
- DB-50W  
","0.8","Produkt 50093662"
"-c 50093864","# Kompatibilitetsinformation för Produkt 50093864

**Artikelnummer:** 50093864  

### Passar till
- elslutblecket med liten justering in i urtaget för dörrkarmens standardslutbleck  
","0.8","Produkt 50093864"
"-c 50097839","# Kompatibilitetsinformation för Passiv IR-detektor OPTEX SX-360Z

**Artikelnummer:** 50097839  

### Passar till
- eller från med ""LED"" brytaren på detektorn  
- minus  är lysdioden inkopplad  
","0.8","Passiv IR-detektor OPTEX SX-360Z"
"-c ""Passiv IR-detektor OPTEX SX-360Z""","# Kompatibilitetsinformation för Passiv IR-detektor OPTEX SX-360Z

**Artikelnummer:** 50097839  

### Passar till
- eller från med ""LED"" brytaren på detektorn  
- minus  är lysdioden inkopplad  
","0.7200000000000001","Passiv IR-detektor OPTEX SX-360Z"
"-c 50098038","# Kompatibilitetsinformation för Produkt 50098038

**Artikelnummer:** 50098038  

### Passar till
- LSA IDC termineringsmetod  
- för LSA IDC termineringsmetod  
","0.8","Produkt 50098038"
"-c 00309","# Kompatibilitetsinformation för AIRBORNE DC DUAL

**Artikelnummer:** 00309  

### Passar till
- larmsändaren  
- två oberoende kommunikationsvägar  
","0.8","AIRBORNE DC DUAL"
"-c ""AIRBORNE DC DUAL""","# Kompatibilitetsinformation för AIRBORNE DC DUAL

**Artikelnummer:** 00309  

### Passar till
- larmsändaren  
- två oberoende kommunikationsvägar  
","0.7200000000000001","AIRBORNE DC DUAL"
"-c 65535","# Kompatibilitetsinformation för Produkt 65535

**Artikelnummer:** 65535  

### Passar till
- G-TB4 som med fördel kan vara ställd att leverera ut 24 V  
- Grundkort  
- Styra 3000  
- Styra Grund10A, se sida 9  
- Styra Porttelefonkort 4400  
- att utföra styrningar, t  
- baskortet, se sida 8  
- den s  
- större installationsavstånd, och skall hållas lokal inom en och samma byggnad  
- övriga programvaror i din anläggning  
","0.8","Produkt 65535"
"-c 50100910","# Kompatibilitetsinformation för Produkt 50100910

**Artikelnummer:** 50100910  
","0.72","Produkt 50100910"
"-c 14500","# Kompatibilitetsinformation för Produkt 14500

**Artikelnummer:** 14500  

### Passar till
- Erone®modtager  
","0.8","Produkt 14500"
"-c 50100935","# Kompatibilitetsinformation för Produkt 50100935

**Artikelnummer:** 50100935  

### Passar till
- elslutblecket med liten justering in i urtaget för dörrkarmens standardslutbleck  
","0.8","Produkt 50100935"
"-c 18662","# Kompatibilitetsinformation för Produkt 18662

**Artikelnummer:** 18662  

### Passar till
- olika ringsignaler hos dörrklockan som dörrsignal eller larmsignal  
- samtliga sändare i System Nexa  
- självlärande kodsändare, till exempel tryckknappsenheten LMLT-711 eller rörelsedetektorn LMDT-609/LMDT-810/MDT-507 och magnetgivaren LMST-606 som larmsystem  
","0.8","Produkt 18662"
"-c 18650","# Kompatibilitetsinformation för Produkt 18650

**Artikelnummer:** 18650  

### Passar till
- IP54-användning  
","1.0","Produkt 18650"
